Latitude,Longitude,Motorista,Cidade,Nota,Contrato
-23.1801331043237,-44.3428158760058,Motorista 11472,Angra dos Reis,5,2
-23.5626482963555,-46.6493439674364,Motorista 11473,São Paulo,2,1
-25.0987815856926,-50.1388978958115,Motorista 11474,Ponta Grossa,6,2
-20346,-41536,Motorista 11475,Iúna,9,3
-20464,-41413,Motorista 11476,Muniz Freire,8,2
-6.7617952823637,-37.7977967262257,Motorista 11477,Pombal,6,1
-20.4576265811914,-45.4263854026781,Motorista 11478,Formiga,9,2
-14.445830583572,-54.0557813644393,Motorista 11479,Paranatinga,8,3
-14.1580939292904,-39.3750643730152,Motorista 11480,Ibirapitanga,7,3
-15.4277014732356,-49.866492748259,Motorista 11481,Itapuranga,4,3
-17.7028691768641,-41.6168332099902,Motorista 11482,Teófilo Otoni,5,2
-23.6285126209252,-46.6312980651842,Motorista 11483,São Paulo,6,1
-7.30281829833963,-35.4765057563771,Motorista 11484,Mogeiro,9,2
-22.8176915645593,-42.8922557830798,Motorista 11485,Itaboraí,8,3
-9.16418552398655,-42.8726220130908,Motorista 11486,Bonfim do Piauí,5,2
-28.5273849964134,-48.9655065536485,Motorista 11487,Tubarão,6,1
-1.27957463264462,-47.5933527946458,Motorista 11488,Igarapé-Açu,9,2
-21.6537845134729,-54.4271707534774,Motorista 11489,Rio Brilhante,8,3
-21.3000333309167,-52.8231239318832,Motorista 11490,Santa Rita do Pardo,5,2
-21.1210227012628,-42.3811769485461,Motorista 11491,Muriaé,6,1
-20.0967514514917,-51.104879379271,Motorista 11492,Aparecida do Taboado,6,2
-6.14658236503583,-36.7189478874196,Motorista 11493,Tenente Laurentino Cruz,6,3
-3.74301195144642,-39.5891475677479,Motorista 11494,Itapagé,6,1
-29.1646564006797,-51.4789295196518,Motorista 11495,Bento Gonçalves,8,2
-32.9381811618795,-52.7666902542099,Motorista 11496,Santa Vitória do Palmar,7,3
-22.1399939060205,-48.5177707672105,Motorista 11497,Bocaina,5,1
-7.52735137939431,-39.5740199089039,Motorista 11498,Exu,8,2
-7.94390916824318,-35.4044938087453,Motorista 11499,Feira Nova,4,3
-26.2376904487602,-53.2538437843307,Motorista 11500,Flor da Serra do Sul,5,3
-25.518287,-54.535253,Motorista 11501,Foz do Iguaçu,8,2
-15.5279624462123,-47.3443365097032,Motorista 11502,Formosa,5,1
-21.0512959957117,-41.970326900481,Motorista 11503,Natividade,9,1
-6.4167881011961,-38.0098628997792,Motorista 11504,Alexandria,8,2
-24529,-53256,Motorista 11505,Nova Aurora,7,3
-16.0922241210933,-57.6974058151228,Motorista 11506,Cáceres,5,3
-11.6493058204647,-39.7726321220386,Motorista 11507,Capela do Alto Alegre,8,2
-17.0821952819819,-40.9327840805042,Motorista 11508,Águas Formosas,9,1
-7.45569348335244,-39.0725541114796,Motorista 11509,Brejo Santo,6,1
-9.40112113952609,-36.9843363761891,Motorista 11510,Cacimbinhas,2,2
-22.8500926494592,-50.8739519119248,Motorista 11511,Sertaneja,8,3
-26.1362707614891,-50.390231609343,Motorista 11512,Canoinhas,7,3
-7.88075923919655,-43.9031910896288,Motorista 11513,Bertolínia,5,2
-4.41503405570971,-42.1279549598682,Motorista 11514,Boa Hora,4,1
-28.1242597103111,-54.8368191719039,Motorista 11515,Salvador das Missões,6,2
-23.0042982101434,-44.2323303222643,Motorista 11516,Angra dos Reis,9,3
-9.25356745719883,-36.2931847572316,Motorista 11517,Chã Preta,8,2
-23.8252794742577,-47.4542212486253,Motorista 11518,Piedade,5,1
-24.3178725242608,-49.1438198089585,Motorista 11519,Bom Sucesso de Itararé,4,2
-28483,-48781,Motorista 11520,Laguna,5,3
-8.07008028030372,-35.9715771675099,Motorista 11521,Caruaru,9,2
-4.3249976634978,-38.6702656745899,Motorista 11522,Barreira,8,1
-7.50574350357034,-35.3163456916799,Motorista 11523,Timbaúba,5,2
-6.57819271087627,-38.5988974571217,Motorista 11524,Triunfo,6,3
-1.29986286163326,-47.8956270217882,Motorista 11525,Castanhal,8,2
-2.87824630737296,-40.9552288055408,Motorista 11526,Camocim,5,1
-6.89427495002727,-40.1610803604114,Motorista 11527,Campos Sales,2,2
-20.6611418724054,-50.455248355864,Motorista 11528,General Salgado,6,3
-21575,-41911,Motorista 11529,Cambuci,9,3
-21.5634155273431,-42.2900891304004,Motorista 11530,Santo Antônio de Pádua,8,3
-28.2790017127983,-52.367963790892,Motorista 11531,Passo Fundo,6,2
-22.333348989486,-47.1732115745531,Motorista 11532,Conchal,9,1
-12.6075788142002,-38.967258714942,Motorista 11533,São Félix,8,2
-9.27867293357822,-43.3286404609668,Motorista 11534,Caracol,7,3
-7.8229737281797,-39.0956211090077,Motorista 11535,Salgueiro,4,2
-15.0868678092952,-44.0117669105517,Motorista 11536,Jaíba,5,1
-9.8300063610074,-44.7356414794909,Motorista 11537,Riacho Frio,6,2
-6.91388726234416,-37.602789402007,Motorista 11538,Condado,9,3
-13.2929205894466,-39.3733906745899,Motorista 11539,Valença,8,2
-3.02982330322257,-60.0032258033735,Motorista 11540,Manaus,5,1
-19.9618148803705,-44.0353488922106,Motorista 11541,Contagem,6,2
-19.870040416717,-45.3320574760424,Motorista 11542,Moema,9,3
-20.0859045982355,-44.7809171676623,Motorista 11543,Carmo do Cajuru,8,1
-23.5272860527032,-46.4358615875231,Motorista 11544,São Paulo,5,2
-12.7034568786617,-38.3145833015431,Motorista 11545,Camaçari,6,3
-22.5283670425409,-41.9939088821399,Motorista 11546,Casimiro de Abreu,6,1
-22.1530723571771,-43.2869911193835,Motorista 11547,Paraíba do Sul,6,2
-20863,-40936,Motorista 11548,Rio Novo do Sul,6,3
-23.689345121383,-46.7660093307482,Motorista 11549,São Paulo,8,3
-31.2965834140768,-54.0679478645309,Motorista 11550,Bagé,7,2
-10.2829349040982,-36.6202640533437,Motorista 11551,Santana do São Francisco,5,1
-6.79468989372234,-48.615295886992,Motorista 11552,Araguanã,8,1
-5.45418620109542,-39.7174429893482,Motorista 11553,Pedra Branca,4,2
-24.772717,-49.695293,Motorista 11554,Castro,5,3
-16.9304680824275,-44.2366862297045,Motorista 11555,Claro dos Poções,8,3
-23.7711524963372,-45.6377005577074,Motorista 11556,São Sebastião,5,2
-2.00379252433771,-49.8559999465928,Motorista 11557,Oeiras do Pará,9,1
-14.56362247467,-46.1772966384874,Motorista 11558,Damianópolis,8,1
-22.7920389175408,-43.0409145355212,Motorista 11559,São Gonçalo,7,2
-17.4136519432063,-41.2197589874256,Motorista 11560,Novo Oriente de Minas,5,3
-22.8896498680108,-47.1233868598924,Motorista 11561,Campinas,8,3
-13.1149399280544,-40.5940318107593,Motorista 11562,Marcionílio Souza,9,2
-25.1163339614861,-50.2055454254136,Motorista 11563,Ponta Grossa,6,1
-19.8660171031946,-44.5759534835803,Motorista 11564,Pará de Minas,2,2
-5.45932531356796,-38.4601736068714,Motorista 11565,Jaguaribara,8,3
-8.94240975379918,-63.9302158355694,Motorista 11566,Porto Velho,7,2
-7.72799134254433,-36.4936423301686,Motorista 11567,Caraúbas,5,1
-17.5687587261195,-52.5747728347763,Motorista 11568,Mineiros,4,2
-22.82688,-43.347523,Motorista 11569,Rio de Janeiro,6,3
-3.40451717376699,-44.3480944633471,Motorista 11570,Itapecuru Mirim,9,2
-27.4936401844017,-53.3912158012375,Motorista 11571,Seberi,8,1
-13.8213264942165,-39.5702433586109,Motorista 11572,Nova Ibiá,5,2
-26.3654386997215,-50.5022406578049,Motorista 11573,Bela Vista do Toldo,4,3
-8.12008738517738,-34.9504065513601,Motorista 11574,Recife,5,2
-25.4376733303063,-49.3076920509324,Motorista 11575,Curitiba,9,1
-8.05905103683448,-36.0648965835561,Motorista 11576,Caruaru,8,2
-9.15671825408909,-36.0331392288198,Motorista 11577,União dos Palmares,5,3
-12.2225260734555,-38.6288523674,Motorista 11578,Teodoro Sampaio,6,3
-25.6168556213371,-48.4244728088365,Motorista 11579,Pontal do Paraná,8,3
-23548,-46636,Motorista 11580,São Paulo,5,2
-22.2351372241967,-48.7216830253587,Motorista 11581,Itapuí,2,1
-24.7223603725426,-49.4979357719407,Motorista 11582,Cerro Azul,6,2
-1.34018182754513,-46.6593432426439,Motorista 11583,Bragança,9,3
-7.15830087661722,-35.1569581031789,Motorista 11584,Cruz do Espírito Santo,8,2
-25.159549713134,-48.2432842254625,Motorista 11585,Guaraqueçaba,6,1
-15.1970851421352,-39.4408106803883,Motorista 11586,Arataca,9,2
-22.0441532135003,-44.0790152549731,Motorista 11587,Santa Rita de Jacutinga,8,3
-26.17,-53361,Motorista 11588,Salgado Filho,7,2
-12.6017689704891,-62.1759438514691,Motorista 11589,Alta Floresta D'Oeste,4,1
-21.4203464984888,-46.4271497726427,Motorista 11590,Cabo Verde,5,2
-23.8325643539422,-50.5074548721299,Motorista 11591,Sapopema,6,3
-23.8364267349236,-50.4135775566086,Motorista 11592,Figueira,9,1
-27.8531312942497,-54.4398093223556,Motorista 11593,Santa Rosa,8,2
-1.18496775627133,-47.1650791168199,Motorista 11594,Capanema,5,3
-29.1656649112693,-51.5143132209763,Motorista 11595,Bento Gonçalves,6,1
-2.6378667354583,-45.2041697502123,Motorista 11596,Pinheiro,9,2
-22.8185176849359,-43.0571365356433,Motorista 11597,São Gonçalo,8,3
-7332,-40637,Motorista 11598,Caldeirão Grande do Piauí,5,3
-23.6620080471032,-51.9826483726486,Motorista 11599,Itambé,6,2
-23039,-49709,Motorista 11600,Chavantes,6,1
-16.0674405097957,-44.3957948684679,Motorista 11601,Brasília de Minas,6,1
-23.6163032054894,-46.4959001541124,Motorista 11602,São Paulo,6,2
-22.9063653945916,-43.0898380279529,Motorista 11603,Niterói,8,3
-8.6503922939298,-36.4230680465688,Motorista 11604,Jupi,7,3
-21.5586948394769,-41.3236355781543,Motorista 11605,Campos dos Goytacazes,5,2
-20.7419085502618,-46.7535424232469,Motorista 11606,Itaú de Minas,8,1
-3.57495546340932,-51.9367074966416,Motorista 11607,Senador José Porfírio,4,1
-27.7746284008018,-54.5589208602889,Motorista 11608,Tuparendi,5,2
-3.04748296737662,-59.9342179298383,Motorista 11609,Manaus,8,3
-26.2067270278923,-50.0562644004807,Motorista 11610,Mafra,5,3
-22827,-43054,Motorista 11611,São Gonçalo,9,2
-15.335369110107,-49.1085863113389,Motorista 11612,Goianésia,8,1
-19758,-40386,Motorista 11613,João Neiva,7,2
-24.5686805248253,-54.0390229225143,Motorista 11614,Marechal Cândido Rondon,5,3
-1.48205995559688,-47.1798849105821,Motorista 11615,Ourém,8,2
-16.3541689117237,-39.5863658884752,Motorista 11616,Eunápolis,9,1
-29.7695696353904,-57.0963764190657,Motorista 11617,Uruguaiana,6,2
-6.57391190528851,-38.4703874588002,Motorista 11618,Poço de José de Moura,2,3
-29.4351732730857,-51.5388607978806,Motorista 11619,Salvador do Sul,8,2
-22903,-43208,Motorista 11620,Rio de Janeiro,7,1
-20.1041007041925,-50.5853247642502,Motorista 11621,Paranapuã,5,2
-22.4335241317743,-45.4696655273424,Motorista 11622,Itajubá,4,3
-16.2865984439845,-44.781947135924,Motorista 11623,Ubaí,6,2
-22827,-43054,Motorista 11624,São Gonçalo,9,1
-15.5701053142543,-40.7665514945972,Motorista 11625,Encruzilhada,8,2
-19.2829692363733,-44.4098281860339,Motorista 11626,Paraopeba,5,3
-15.9097051620479,-52.2439384460434,Motorista 11627,Aragarças,4,3
-17.8049111366267,-41.7845892906177,Motorista 11628,Poté,5,3
-9.13499236106846,-35.2882146835317,Motorista 11629,Japaratinga,9,2
-18.03,-40151,Motorista 11630,Pedro Canário,8,1
-23.2816815376275,-52.6088261604294,Motorista 11631,Paraíso do Norte,5,2
-23356,-47857,Motorista 11632,Tatuí,6,3
-4.49466347694384,-38.9501166343678,Motorista 11633,Capistrano,8,2
-23.6881971359246,-46.5942192077623,Motorista 11634,Diadema,5,1
-16.8501842021937,-44.3457555770861,Motorista 11635,São João da Lagoa,2,2
-7.35042214393594,-38.8728690147389,Motorista 11636,Milagres,6,3
-22.187823057174,-55.5442142486556,Motorista 11637,Ponta Porã,9,2
-8.59251022338842,-37.2473859786977,Motorista 11638,Buíque,8,1
-20.5301964282984,-48.5569953918443,Motorista 11639,Barretos,6,2
-22.6150989532464,-42.4124407768237,Motorista 11640,Silva Jardim,9,3
-22.2849297523492,-52.104098796843,Motorista 11641,Mirante do Paranapanema,8,1
-20368,-41244,Motorista 11642,Conceição do Castelo,7,2
-15.9370744228358,-40.5059695243824,Motorista 11643,Bandeira,4,3
-20129,-40308,Motorista 11644,Serra,5,1
-9.44307088851901,-38.0386590957631,Motorista 11645,Delmiro Gouveia,6,2
-8.89700531959508,-37.5566339492787,Motorista 11646,Manari,9,3
-21.2722349166864,-48.3168840408311,Motorista 11647,Jaboticabal,8,3
-20.5165171623224,-42.4861049652087,Motorista 11648,Sericita,5,2
-29.0802097320548,-51.5580439567551,Motorista 11649,Bento Gonçalves,6,1
-10.6713402271268,-62.8335785865765,Motorista 11650,Governador Jorge Teixeira,9,1
-19.7230446338648,-49.3729448318467,Motorista 11651,Itapagipe,8,2
-10.6777775287625,-37.4141550064076,Motorista 11652,Itabaiana,5,3
-19.4712281227106,-44.1985344886767,Motorista 11653,Sete Lagoas,6,3
-17.8560662269587,-42.0818638801562,Motorista 11654,Malacacheta,6,2
-22.5754237174981,-43.6777567863452,Motorista 11655,Engenheiro Paulo de Frontin,6,1
-19.0404117107386,-57.6563572883589,Motorista 11656,Corumbá,6,1
-21.1292839050287,-42.3783659934985,Motorista 11657,Muriaé,8,2
-13.7631869316097,-41.5396928787219,Motorista 11658,Ituaçu,7,3
-22.4238252639764,-46.5802288055406,Motorista 11659,Monte Sião,5,3
-28.635928630828,-56.0209393501265,Motorista 11660,São Borja,8,2
-21.04343175888,-44.6045780181872,Motorista 11661,São Tiago,4,1
-1.2481069564819,-46.2511968612657,Motorista 11662,Viseu,5,2
-22.9608893394464,-44.0261006355273,Motorista 11663,Mangaratiba,8,3
-23.8524234294884,-46.1359477043138,Motorista 11664,Bertioga,5,2
-19.6012401580805,-46.9430136680589,Motorista 11665,Araxá,9,1
-15.9469127655025,-54.9750924110397,Motorista 11666,Jaciara,8,2
-22.1137726306909,-41.4674234390247,Motorista 11667,Quissamã,7,3
-21.8579649925226,-45.2955794334398,Motorista 11668,Cambuquira,5,2
-6.87202334403972,-39.3748712539661,Motorista 11669,Várzea Alegre,8,1
-4.30124402046191,-38.497381210326,Motorista 11670,Chorozinho,9,2
-14.2035627365108,-42.1114540100085,Motorista 11671,Rio do Antônio,6,3
-24556,-54057,Motorista 11672,Marechal Cândido Rondon,2,2
-3.94172072410572,-41.7086076736438,Motorista 11673,Piracuruca,8,1
-27.0097053050987,-51.9043278694138,Motorista 11674,Irani,7,2
-4.57913160324083,-38.3674764633168,Motorista 11675,Morada Nova,5,3
-22.9553532600396,-47.0077514648424,Motorista 11676,Valinhos,4,3
-0.875086784362768,-47.8778171539293,Motorista 11677,Curuçá,6,3
-30.0801050662986,-51.7369365692124,Motorista 11678,Arroio dos Ratos,9,2
-2.58445,-49.5074,Motorista 11679,Mocajuba,8,1
-21.6133368015283,-48.3570098876939,Motorista 11680,Matão,5,2
-8.87376666069005,-64.0547990798932,Motorista 11681,Porto Velho,4,3
-8.1234776973722,-34.9415230751027,Motorista 11682,Recife,5,2
-7.5512123107908,-35.9162163734426,Motorista 11683,Barra de Santana,9,1
-14.3368363380428,-40.9100389480579,Motorista 11684,Caetanos,8,2
-2.59289145469658,-42.7057671546924,Motorista 11685,Barreirinhas,5,3
-12.8971767425533,-38.6759519577015,Motorista 11686,Itaparica,6,2
-3.85540723800648,-38.5797142982472,Motorista 11687,Maracanaú,8,1
-5.2146434783934,-37.3254704475392,Motorista 11688,Mossoró,5,2
-5.68154096603377,-42.7372884750354,Motorista 11689,Miguel Leão,2,3
-6.1248564720152,-36.8111085891713,Motorista 11690,Florânia,6,1
-23.9906752109521,-46.2803363800035,Motorista 11691,Guarujá,9,2
-20.285143,-40.310469,Motorista 11692,Vitória,8,3
-5.74639678001387,-35.4453921318044,Motorista 11693,São Gonçalo do Amarante,6,1
-7.21760988235453,-39.3298959732044,Motorista 11694,Juazeiro do Norte,9,2
-5.71874856948836,-43.4498763084399,Motorista 11695,Parnarama,8,3
-3.54346,-43.9164,Motorista 11696,Vargem Grande,7,3
-30.2463591098777,-54.9402236938461,Motorista 11697,Rosário do Sul,4,2
-10.8595561981198,-62.8027009963971,Motorista 11698,Jaru,5,1
-1.77024722099299,-49.1009259223924,Motorista 11699,Abaetetuba,6,1
-4.37860965728747,-44.7704029083239,Motorista 11700,São Luís Gonzaga do Maranhão,9,2
-4.35111165046679,-38.9038109779347,Motorista 11701,Baturité,8,3
-3.5465669631957,-40.400354862212,Motorista 11702,Massapê,5,3
-11.3790571689602,-40.1689982414234,Motorista 11703,Quixabeira,6,2
-19.8369312286371,-43.9858460426318,Motorista 11704,Belo Horizonte,9,1
-3.218650817871,-40.6946253776539,Motorista 11705,Martinópole,8,1
-9.56077694892856,-40.64638853073,Motorista 11706,Juazeiro,5,2
-14.2266082763668,-39.4056200981129,Motorista 11707,Maraú,6,3
-2.9318153858184,-42.1772432327258,Motorista 11708,Água Doce do Maranhão,6,3
-22.5499212741845,-47.4473333358751,Motorista 11709,Limeira,6,2
-29.9350726604453,-50.1185131072983,Motorista 11710,Imbé,6,1
-6.0526514053343,-36.7804884910573,Motorista 11711,Florânia,8,2
2.82367944717399,-60.7189249992353,Motorista 11712,Boa Vista,7,3
-16.3727617263789,-48.3323764801011,Motorista 11713,Luziânia,5,2
-11.1879765987393,-41.9871282577502,Motorista 11714,Central,8,1
-5.30697584152206,-38.9190459251393,Motorista 11715,Banabuiú,4,2
-17.3406851291651,-39.2257833480824,Motorista 11716,Prado,5,3
-22.8645229339593,-54.6060419082626,Motorista 11717,Juti,8,2
-23.656021356582,-52.6296401023849,Motorista 11718,Cianorte,5,1
-4.45834636688219,-44.9070024490343,Motorista 11719,Lago do Junco,9,2
-8.10115098953224,-42.9498052597033,Motorista 11720,Canto do Buriti,8,3
-23.6075699329369,-47.0174932479845,Motorista 11721,Vargem Grande Paulista,7,2
-22.2524857521051,-47.8293442726121,Motorista 11722,Itirapina,5,1
-23.180369138717,-46.9243669509874,Motorista 11723,Jundiaí,8,2
-1.03267192840573,-48.7329483032212,Motorista 11724,Cachoeira do Arari,9,3
-22.7911806106561,-47.1814513206468,Motorista 11725,Paulínia,6,3
-22.5509941577905,-47.4501442909227,Motorista 11726,Limeira,2,3
-24956,-53455,Motorista 11727,Cascavel,8,2
-23.4394919872277,-45.0817322731005,Motorista 11728,Ubatuba,7,1
-22.6619839668267,-44.1016101837145,Motorista 11729,Rio Claro,5,2
-1.66227221488948,-45.3636217117296,Motorista 11730,Turiaçu,4,3
-20.7329821586603,-46.6023516654955,Motorista 11731,Passos,6,2
-5.68730235099776,-39.236533641814,Motorista 11732,Milhã,9,1
1.56118512153621,-60.9880256652814,Motorista 11733,Caracaraí,8,2
-6.70245409011821,-36.3188910484303,Motorista 11734,Pedra Lavrada,5,3
-19.5684099197382,-43.8109016418444,Motorista 11735,Jaboticatubas,4,2
-20.9981775283807,-48.3281922340379,Motorista 11736,Pitangueiras,5,1
-2.17776060104364,-54.3230152130111,Motorista 11737,Monte Alegre,9,2
-7.60354757308938,-43.0259585380542,Motorista 11738,Itaueira,8,3
-20.0983929634088,-44.40229654312,Motorista 11739,Mateus Leme,5,1
-29.9606609344474,-51.6209793090805,Motorista 11740,Charqueadas,6,2
-19.0873932838434,-44.9457979202257,Motorista 11741,Pompéu,8,3
-6.37303590774518,-36.7781925201405,Motorista 11742,Cruzeta,5,1
-23.7620973587029,-51.4126038551316,Motorista 11743,Rio Bom,2,2
-6.9642698764799,-36.9161438941945,Motorista 11744,Santa Luzia,6,3
-18.2764971256251,-41.8815565109241,Motorista 11745,Itambacuri,9,3
-18.277194499969,-42.6706409454333,Motorista 11746,São José do Jacuri,8,2
-22.4718904495233,-46.6051840782152,Motorista 11747,Águas de Lindóia,6,1
-24.5286834239953,-49.527354240416,Motorista 11748,Jaguariaíva,9,1
-28.9461958408347,-49.4773578643784,Motorista 11749,Araranguá,8,2
-1.57089471817012,-53.9001274108871,Motorista 11750,Monte Alegre,7,3
-6.94020509719828,-36.6998720169057,Motorista 11751,Junco do Seridó,4,3
-7.60363340377786,-43.0261301994311,Motorista 11752,Itaueira,5,2
-20101,-40.53,Motorista 11753,Santa Leopoldina,6,1
-20952,-41346,Motorista 11754,Muqui,9,1
-3.47151875495901,-66.0577654838543,Motorista 11755,Juruá,8,2
-12.6823014030903,-39.1434864054749,Motorista 11756,Cruz das Almas,5,3
-11.8466734886166,-39.2906928062428,Motorista 11757,Riachão do Jacuípe,6,3
-19.9751079082483,-44.3846154212939,Motorista 11758,Mateus Leme,9,2
-7.134987,-34.82805,Motorista 11759,João Pessoa,8,1
-14.2720341682429,-44.1645026206957,Motorista 11760,Juvenília,5,2
-25.130184888839,-50.4663634300217,Motorista 11761,Ipiranga,6,3
-24.2459142208092,-47.3271274566637,Motorista 11762,Miracatu,6,2
-15.013890266418,-41.1020636558521,Motorista 11763,Vitória da Conquista,6,1
-23.9959430694573,-49.9454784393296,Motorista 11764,Arapoti,6,2
-4.17585611343372,-38.8540506362904,Motorista 11765,Palmácia,8,3
-19.2281663417811,-45.0010514259325,Motorista 11766,Pompéu,7,2
-25408,-52416,Motorista 11767,Laranjeiras do Sul,5,1
-19.932364225387,-44.121136665343,Motorista 11768,Contagem,8,2
-22.4876081943505,-43.4739303588855,Motorista 11769,Miguel Pereira,4,3
